timestamp,id,bM,n,bH,e_max,t_QKD,t_key_transfer,t_verifications_total,t_single_verification
2026-08-19_12-46-53,529688823,8000,58,23,23,1.9569560840027407,0.0012977499864064157,2.0355852500069886,0.023392896095676154
